,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
113,1.12,0.015398,0.019717,0.071083,0.043,500.0,2.12,0.0090229,0.011966,0.042467,0.066613,500.0,2.12,0.0039187,0.0054163,0.018867,0.11822,500.0,2.12
114,1.1300000000000001,0.015033,0.019322,0.069545,0.043,500.0,2.12,0.0087779,0.011694,0.041419,0.066613,500.0,2.12,0.0037978,0.0052735,0.018334,0.11822,500.0,2.12
115,1.1400000000000001,0.014671,0.018931,0.068019,0.043,500.0,2.12,0.008535,0.011423,0.040381,0.066613,500.0,2.12,0.0036785,0.0051328,0.017809,0.11822,500.0,2.12
116,1.1500000000000001,0.014311,0.018542,0.066502,0.043,500.0,2.12,0.0082941,0.011156,0.039353,0.066613,500.0,2.12,0.0035607,0.0049943,0.017291,0.11822,500.0,2.12
117,1.16,0.013953,0.018155,0.064996,0.043,500.0,2.12,0.0080552,0.010891,0.038334,0.066613,500.0,2.12,0.0034445,0.004858,0.01678,0.11822,500.0,2.12
118,1.17,0.013597,0.017772,0.063499,0.043,500.0,2.12,0.0078182,0.010629,0.037324,0.066613,500.0,2.12,0.0033297,0.0047237,0.016277,0.11822,500.0,2.12
119,1.18,0.013243,0.017391,0.062013,0.043,500.0,2.12,0.007583,0.010369,0.036323,0.066613,500.0,2.12,0.0032163,0.0045914,0.01578,0.11822,500.0,2.12
120,1.19,0.012892,0.017013,0.060536,0.043,500.0,2.12,0.0073497,0.010112,0.03533,0.066613,500.0,2.12,0.0031043,0.004461,0.015291,0.11822,500.0,2.12
121,1.2,0.012542,0.016638,0.059068,0.043,500.0,2.12,0.0071181,0.0098575,0.034347,0.066613,500.0,2.12,0.0029936,0.0043326,0.014807,0.11822,500.0,2.12
122,1.21,0.012194,0.016265,0.057609,0.043,500.0,2.12,0.0068882,0.0096052,0.033371,0.066613,500.0,2.12,0.0028842,0.0042059,0.01433,0.11822,500.0,2.12
123,1.22,0.011848,0.015895,0.056159,0.043,500.0,2.12,0.00666,0.009355,0.032403,0.066613,500.0,2.12,0.002776,0.0040811,0.013859,0.11822,500.0,2.12
124,1.23,0.011504,0.015527,0.054718,0.043,500.0,2.12,0.0064334,0.0091072,0.031443,0.066613,500.0,2.12,0.002669,0.003958,0.013394,0.11822,500.0,2.12
125,1.24,0.011162,0.015161,0.053285,0.043,500.0,2.12,0.0062082,0.0088615,0.03049,0.066613,500.0,2.12,0.0025631,0.0038366,0.012935,0.11822,500.0,2.12
126,1.25,0.010821,0.014798,0.05186,0.043,500.0,2.12,0.0059846,0.0086179,0.029545,0.066613,500.0,2.12,0.0024583,0.0037167,0.012481,0.11822,500.0,2.12
127,1.26,0.010482,0.014437,0.050443,0.043,500.0,2.12,0.0057624,0.0083763,0.028606,0.066613,500.0,2.12,0.0023545,0.0035985,0.012032,0.11822,500.0,2.12
128,1.27,0.010145,0.014079,0.049034,0.043,500.0,2.12,0.0055415,0.0081367,0.027675,0.066613,500.0,2.12,0.0022517,0.0034818,0.011588,0.11822,500.0,2.12
129,1.28,0.0098088,0.013722,0.047633,0.043,500.0,2.12,0.005322,0.0078991,0.02675,0.066613,500.0,2.12,0.0021499,0.0033665,0.011149,0.11822,500.0,2.12
130,1.29,0.0094745,0.013368,0.046238,0.043,500.0,2.12,0.0051037,0.0076634,0.025831,0.066613,500.0,2.12,0.002049,0.0032527,0.010715,0.11822,500.0,2.12
131,1.3,0.0091416,0.013015,0.044851,0.043,500.0,2.12,0.0048866,0.0074294,0.024919,0.066613,500.0,2.12,0.001949,0.0031403,0.010286,0.11822,500.0,2.12
132,1.31,0.0088101,0.012665,0.04347,0.043,500.0,2.12,0.0046708,0.0071973,0.024012,0.066613,500.0,2.12,0.0018497,0.0030291,0.0098606,0.11822,500.0,2.12
133,1.32,0.0084799,0.012316,0.042096,0.043,500.0,2.12,0.004456,0.0069668,0.023111,0.066613,500.0,2.12,0.0017513,0.0029193,0.0094395,0.11822,500.0,2.12
134,1.33,0.008151,0.01197,0.040728,0.043,500.0,2.12,0.0042422,0.0067379,0.022215,0.066613,500.0,2.12,0.0016535,0.0028106,0.0090222,0.11822,500.0,2.12
135,1.34,0.0078233,0.011625,0.039366,0.043,500.0,2.12,0.0040294,0.0065107,0.021324,0.066613,500.0,2.12,0.0015565,0.0027032,0.0086086,0.11822,500.0,2.12
136,1.35,0.0074967,0.011281,0.03801,0.043,500.0,2.12,0.0038175,0.0062849,0.020438,0.066613,500.0,2.12,0.0014601,0.0025968,0.0081983,0.11822,500.0,2.12
137,1.36,0.0071711,0.01094,0.036657,0.043,500.0,2.12,0.0036063,0.0060605,0.019555,0.066613,500.0,2.12,0.0013642,0.0024915,0.0077908,0.11822,500.0,2.12
138,1.37,0.0068464,0.0106,0.035309,0.043,500.0,2.12,0.0033959,0.0058373,0.018676,0.066613,500.0,2.12,0.0012688,0.0023871,0.0073855,0.11822,500.0,2.12
