,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
69,0.68,0.016525,0.027518,0.08765,0.0522,0.035449,0.06,480.0,1.7808,1.6063,0.013183,0.022845,0.071597,0.043158,0.028439,0.0775,480.0,1.7808,1.7245,0.0081407,0.015376,0.046484,0.028746,0.017738,0.145,480.0,1.7808,2.0238,0.99
70,0.69,0.016137,0.027078,0.085995,0.051335,0.034661,0.06,480.0,1.7808,1.6238,0.012845,0.022453,0.070141,0.042389,0.027752,0.0775,480.0,1.7808,1.7442,0.0078979,0.015067,0.045388,0.028149,0.01724,0.145,480.0,1.7808,2.0433,0.99
71,0.7,0.015749,0.026639,0.084348,0.050473,0.033875,0.06,480.0,1.7808,1.6422,0.012509,0.022062,0.068693,0.041625,0.027068,0.0775,480.0,1.7808,1.7638,0.0076568,0.014761,0.044302,0.027557,0.016745,0.145,480.0,1.7808,2.0654,0.99
72,0.71,0.015364,0.026203,0.082707,0.049616,0.033091,0.06,480.0,1.7808,1.6609,0.012174,0.021675,0.067251,0.040866,0.026385,0.0775,480.0,1.7808,1.785,0.0074172,0.014458,0.043224,0.026971,0.016252,0.145,480.0,1.7808,2.0877,0.99
73,0.72,0.014979,0.02577,0.081072,0.048763,0.032309,0.06,480.0,1.7808,1.6822,0.01184,0.021289,0.065816,0.04011,0.025705,0.0775,480.0,1.7808,1.8056,0.0071791,0.014158,0.042153,0.026391,0.015762,0.145,480.0,1.7808,2.1102,0.99
74,0.73,0.014595,0.025338,0.079442,0.047913,0.031529,0.06,480.0,1.7808,1.7017,0.011507,0.020906,0.064386,0.039359,0.025027,0.0775,480.0,1.7808,1.8264,0.0069424,0.013861,0.041091,0.025816,0.015275,0.145,480.0,1.7808,2.1332,0.99
75,0.74,0.014213,0.024909,0.077818,0.047068,0.03075,0.06,480.0,1.7808,1.7215,0.011176,0.020525,0.062962,0.038612,0.02435,0.0775,480.0,1.7808,1.8509,0.0067069,0.013566,0.040035,0.025246,0.014789,0.145,480.0,1.7808,2.1593,0.99
76,0.75,0.013832,0.024481,0.076198,0.046225,0.029973,0.06,480.0,1.7808,1.7434,0.010845,0.020147,0.061543,0.037868,0.023674,0.0775,480.0,1.7808,1.8749,0.0064726,0.013275,0.038985,0.02468,0.014305,0.145,480.0,1.7808,2.1876,0.99
77,0.76,0.013451,0.024055,0.074582,0.045386,0.029196,0.06,480.0,1.7808,1.7638,0.010516,0.01977,0.060127,0.037128,0.022999,0.0775,480.0,1.7808,1.9015,0.0062395,0.012986,0.03794,0.024119,0.013821,0.145,480.0,1.7808,2.2187,0.99
78,0.77,0.013072,0.023632,0.072968,0.04455,0.028418,0.06,480.0,1.7808,1.7903,0.010187,0.019395,0.058714,0.036391,0.022323,0.0775,480.0,1.7808,1.9287,0.0060072,0.012699,0.036899,0.023561,0.013337,0.145,480.0,1.7808,2.2468,0.99
79,0.78,0.012693,0.023209,0.071354,0.043715,0.027639,0.06,480.0,1.7808,1.8156,0.0098593,0.019022,0.057302,0.035656,0.021646,0.0775,480.0,1.7808,1.9559,0.0057757,0.012415,0.035858,0.023007,0.012852,0.145,480.0,1.7808,2.2826,0.99
80,0.79,0.012314,0.022788,0.069736,0.042882,0.026855,0.06,480.0,1.7808,1.8466,0.0095316,0.018651,0.055886,0.034922,0.020964,0.0775,480.0,1.7808,1.9916,0.0055446,0.012133,0.034815,0.022454,0.012361,0.145,480.0,1.7808,2.3222,0.99
81,0.8,0.011946,0.022379,0.068143,0.042064,0.026079,0.06,240.0,0.8904,0.99388,0.0092131,0.018289,0.054486,0.0342,0.020286,0.0775,240.0,0.8904,1.0861,0.0053202,0.011858,0.033777,0.021909,0.011868,0.145,240.0,0.8904,1.3211,0.99
82,0.81,0.011765,0.022157,0.067316,0.041613,0.025703,0.06,240.0,0.8904,0.99793,0.0090574,0.018091,0.053759,0.033798,0.019961,0.0775,240.0,0.8904,1.0876,0.0052136,0.011703,0.033231,0.021591,0.01164,0.145,240.0,0.8904,1.3197,0.99
83,0.82,0.011585,0.021936,0.066501,0.041171,0.02533,0.06,240.0,0.8904,1.0009,0.0089027,0.017895,0.053044,0.033405,0.019639,0.0775,240.0,0.8904,1.0932,0.005108,0.011549,0.0327,0.021285,0.011416,0.145,240.0,0.8904,1.3235,0.99
84,0.83,0.011405,0.021717,0.065694,0.040735,0.024959,0.06,240.0,0.8904,1.0064,0.0087488,0.0177,0.052337,0.033017,0.01932,0.0775,240.0,0.8904,1.0951,0.0050033,0.011398,0.032179,0.020984,0.011194,0.145,240.0,0.8904,1.3242,0.99
85,0.84,0.011227,0.021499,0.064892,0.040302,0.02459,0.06,240.0,0.8904,1.0103,0.0085955,0.017507,0.051636,0.032634,0.019002,0.0775,240.0,0.8904,1.1045,0.0048993,0.011247,0.031664,0.020689,0.010975,0.145,240.0,0.8904,1.3285,0.99
86,0.85,0.011048,0.021283,0.064095,0.039873,0.024223,0.06,240.0,0.8904,1.0148,0.0084429,0.017314,0.05094,0.032254,0.018686,0.0775,240.0,0.8904,1.1083,0.0047961,0.011099,0.031155,0.020398,0.010757,0.145,240.0,0.8904,1.3347,0.99
87,0.86,0.010871,0.021067,0.063303,0.039446,0.023856,0.06,240.0,0.8904,1.0208,0.0082908,0.017123,0.050248,0.031877,0.018371,0.0775,240.0,0.8904,1.1114,0.0046934,0.010951,0.030651,0.020111,0.010541,0.145,240.0,0.8904,1.3421,0.99
88,0.87,0.010694,0.020852,0.062513,0.039022,0.023491,0.06,240.0,0.8904,1.0295,0.0081393,0.016933,0.04956,0.031503,0.018057,0.0775,240.0,0.8904,1.1191,0.0045914,0.010805,0.030152,0.019826,0.010326,0.145,240.0,0.8904,1.3444,0.99
89,0.88,0.010517,0.020638,0.061728,0.038601,0.023127,0.06,240.0,0.8904,1.0368,0.0079883,0.016744,0.048875,0.031131,0.017744,0.0775,240.0,0.8904,1.1299,0.0044899,0.01066,0.029657,0.019545,0.010112,0.145,240.0,0.8904,1.3536,0.99
90,0.89,0.010341,0.020425,0.060944,0.038181,0.022763,0.06,240.0,0.8904,1.0417,0.0078378,0.016556,0.048193,0.030762,0.017431,0.0775,240.0,0.8904,1.1345,0.0043889,0.010517,0.029165,0.019267,0.0098984,0.145,240.0,0.8904,1.3595,0.99
91,0.9,0.010166,0.020213,0.060164,0.037764,0.0224,0.06,240.0,0.8904,1.0476,0.0076876,0.016369,0.047514,0.030395,0.01712,0.0775,240.0,0.8904,1.1428,0.0042884,0.010374,0.028677,0.018991,0.009686,0.145,240.0,0.8904,1.3665,0.99
